phenos	drawp	drawz	total_loci	omegacor21	thetacor21	pi2	tau1	tau2	pi_se	omegacor21_se	thetacor21_se	tau1_se	tau2_se	return_code	p1_code	p2_code	p1	p2	p1_category	p2_category	p1_num_cases	p2_num_cases	nonzero_loci
INI30010_INI30510	1.30685812798e-13	7.31293389128	345715.0	0.192518865051	0.0439606796027	0.18017690195	0.00491683788604	0.00151286034801	0.0192692108616	0.0263258041044	0.00206031378107	0.011463439788	0.0196291251468	0	INI30010	INI30510	red_blood_cell_(erythrocyte)_count	creatinine_(enzymatic)_in_urine	INI	INI	328032.0	327981.0	62289.8576576
INI30010_INI30300	7.48369146353e-66	17.0995035424	345580.0	0.192465337634	0.145680832909	0.132098177635	0.00582258553849	0.00669876135898	0.0154817367863	0.0112556096823	0.00190490783372	0.010085419399	0.0103067045662	0	INI30010	INI30300	red_blood_cell_(erythrocyte)_count	high_light_scatter_reticulocyte_count	INI	INI	328032.0	322755.0	45650.4882272
HC25_HC430	9.9590854168e-06	4.2658061086	317953.0	0.192271351868	0.0172234281645	0.00597751888994	0.0175621087143	0.0819724745019	0.0829158843363	0.0450726889534	0.00177043412952	0.0589535337821	0.0470266650473	0	HC25	HC430	cataract	rheumatoid_arthritis	HC	HC	19448.0	5587.0	1900.57006361
INI30100_INI30270	2.16819488429e-56	15.7790539314	345588.0	0.191405824036	0.00188200125357	0.0805282808914	0.0138756836094	0.00899798919481	0.0140086134552	0.0121303739038	0.00173501020695	0.00937333915486	0.0101615949964	0	INI30100	INI30270	mean_platelet_(thrombocyte)_volume	mean_sphered_cell_volume	INI	INI	328027.0	322755.0	27829.6075367
HC276_HC310	2.63013856066e-05	4.04375106032	318462.0	0.191243733075	0.00359948395352	0.0861998315799	0.00836850089882	0.00586970435515	0.0850634283086	0.0472936464738	0.00222316619436	0.0659002649781	0.0514259246894	0	HC276	HC310	glaucoma	hiatus_hernia	HC	HC	5863.0	41260.0	27451.3707646
HC132_HC430	2.06870181762e-06	4.60435792118	317951.0	0.191026392512	0.0478152348948	0.00849213662369	0.0218746927932	0.0683771948915	0.0873327592336	0.0414881718108	0.00175406179078	0.0486480485809	0.0486878179809	0	HC132	HC430	angina	rheumatoid_arthritis	HC	HC	18473.0	5587.0	2700.08333164
HC85_INI30060	1.66909825008e-14	7.58448136211	313835.0	0.190414242383	-0.0009862977283	0.0193263874568	0.0189241136561	0.0110761950564	0.0475115200536	0.0251057697016	0.00179595942893	0.0488783109931	0.0264111117845	0	HC85	INI30060	enlarged_prostate	mean_corpuscular_haemoglobin_concentration	HC	INI	5078.0	328025.0	6065.2968075
HC132_INI30140	2.05225686718e-44	13.9310200277	322158.0	0.189713881967	0.0650765980429	0.105048920877	0.00641888428156	0.00720052398861	0.0228221843558	0.0136180898161	0.0020162678706	0.0290459074881	0.0135699606148	0	HC132	INI30140	angina	neutrophill_count	HC	INI	18473.0	327479.0	33842.350252
HC170_INI1309	1.22288074218e-10	6.33036864733	292647.0	0.189367092347	-0.0052948898813	0.110469350112	0.0313667533033	0.00232197314173	0.0558819235099	0.0299140702377	0.00233779839929	0.0416291504352	0.0304053927884	0	HC170	INI1309	sarcoidosis	fresh_fruit_intake	HC	INI	841.0	337201.0	32328.5239022
HC156_HC99	0.000908821213947	3.11851604858	186745.0	0.188720507466	-0.00372279326924	0.0392999342261	0.0174832150275	0.133681473116	0.105693243698	0.0605161251459	0.00270132542445	0.068447073408	0.0649977255379	0	HC156	HC99	nasal_polyps	neutropenia/lymphopenia	HC	HC	4608.0	92.0	7339.06621705
INI30030_INI30150	3.69589567872e-61	16.4576474867	345802.0	0.188005087437	0.0224408884976	0.108937321489	0.00495969273337	0.00767597960555	0.0164817487242	0.0114235699597	0.00187501827007	0.0111198261556	0.0105540380789	0	INI30030	INI30150	haematocrit_percentage	eosinophill_count	INI	INI	328032.0	327479.0	37670.7436455
HC269_INI30120	2.09816015893e-54	15.487764139	327068.0	0.187918858554	0.0641063223815	0.0867324437638	0.00946990009806	0.00954539434142	0.0206645610152	0.0121333755388	0.00189475642196	0.0178490383284	0.0122630452079	0	HC269	INI30120	high_cholesterol	lymphocyte_count	HC	INI	43054.0	327479.0	28367.4069169
HC281_HC359	0.000660666402239	3.21130572252	254881.0	0.18752630543	0.00136075520219	0.00816925438711	0.0300761907066	0.19466366017	0.105796078439	0.058395656357	0.00204944175268	0.0555633297358	0.057046235499	0	HC281	HC359	atrial_fibrillation	adrenocortical_insufficiency/addison's_disease	HC	HC	12665.0	203.0	2082.18772744
HC85_INI30030	1.35154014637e-36	12.5805016092	313848.0	0.187035718873	-0.00523550606831	0.109124811339	0.00597227322995	0.0051964565221	0.0248352876233	0.0148671113985	0.00210752526835	0.0533336455803	0.0144478589966	0	HC85	INI30030	enlarged_prostate	haematocrit_percentage	HC	INI	5078.0	328032.0	34248.6037892
HC295_HC326	0.000699957847992	3.194668435	320780.0	0.187026296763	0.0293910736662	0.127607381945	0.00631487051377	0.00681393091593	0.0950743611422	0.0585432574831	0.00241873412308	0.0691747381496	0.0632797428596	0	HC295	HC326	carpal_tunnel_syndrome	heart_attack/myocardial_infarction	HC	HC	8152.0	12138.0	40933.8959802
FH1065_INI30240	8.45894223508e-51	14.9444910159	333580.0	0.187012053857	0.103807857312	0.104144540644	0.00532824957581	0.00779946414838	0.0209702047499	0.0125137787335	0.0019439390701	0.0180631144024	0.0128164869857	0	FH1065	INI30240	high_blood_pressure	reticulocyte_percentage	FH	INI	199068.0	322933.0	34740.5358681
HC294_HC382	9.18145120808e-14	7.3602042622	320228.0	0.187001547264	0.02654036531	0.0368717271328	0.00516215977458	0.0200114417244	0.0497333753369	0.0254071137977	0.00187529798273	0.104034348853	0.0276636859168	0	HC294	HC382	renal/kidney_failure	asthma	HC	HC	7081.0	43626.0	11807.3594363
INI30140_INI30300	6.57941677155e-58	15.9981690688	345557.0	0.186849690789	0.182817425912	0.104685553531	0.00701915914674	0.00763216974985	0.0167853089598	0.0116794421902	0.00183578903104	0.0110412566072	0.0109746227357	0	INI30140	INI30300	neutrophill_count	high_light_scatter_reticulocyte_count	INI	INI	327479.0	322755.0	36174.8258217
HC273_INI30140	3.43974750025e-49	14.6955916746	329249.0	0.18666605355	0.127016712322	0.131106198041	0.00683051995044	0.00629513716926	0.0205586715272	0.0127021801968	0.00204306083024	0.0164732691963	0.0124560890286	0	HC273	INI30140	essential_hypertension	neutrophill_count	HC	INI	64234.0	327479.0	43166.5845989
HC203_HC243	0.000180652876435	3.56684448355	316722.0	0.186436965923	0.00419306918494	0.013844237252	0.0229001278683	0.0230085680598	0.125461336843	0.0522694406169	0.0018436035157	0.0761406485816	0.0604479741607	0	HC203	HC243	pulmonary_embolism_+/-_dvt	inguinal_hernia	HC	HC	4968.0	14042.0	4384.77451093
INI30150_INI30220	8.63997730249e-18	8.51075827208	345575.0	0.186247364599	0.0716348290283	0.0832432736958	0.00901217439946	0.00300517333905	0.0204567092265	0.0218837568458	0.001836384863	0.0123397551707	0.0188234548064	0	INI30150	INI30220	eosinophill_count	basophill_percentage	INI	INI	327479.0	327482.0	28766.7943074
HC273_INI30000	3.87192361113e-59	16.1735996778	329302.0	0.186182629871	0.132033051948	0.121236743198	0.00695412756882	0.00788045889904	0.0188409563598	0.0115115146646	0.00197986365083	0.0163175328837	0.0112598444394	0	HC273	INI30000	essential_hypertension	white_blood_cell_(leukocyte)_count	HC	INI	64234.0	328029.0	39923.5020085
HC198_INI1498	4.9384189504e-06	4.41985230895	290516.0	0.185932994872	-0.00914426686796	0.114676713017	0.000678788459556	0.00208215200141	0.0718712138705	0.0420676940936	0.00250356526338	1.38935068284	0.0428041670156	0	HC198	INI1498	hyperparathyroidism	coffee_intake	HC	INI	699.0	337201.0	33315.419959
HC303_HC49	2.3724977229e-05	4.06784485856	306955.0	0.185924142926	0.00503848561368	0.00518779005235	0.457645526226	0.0273075623285	0.0383788760067	0.0457058096831	0.00175025682475	0.0252715111312	0.0391808891917	0	HC303	HC49	malabsorption/coeliac_disease	hayfever/allergic_rhinitis	HC	HC	2094.0	20724.0	1592.41809552
HC0_HC310	0.000458546583288	3.31479816326	298923.0	0.18591581723	0.0202778938261	0.0879047273349	0.00147539602089	0.005868319302	0.0971191637374	0.0560866176682	0.00239983444537		0.0583486051433	0	HC0	HC310	scoliosis	hiatus_hernia	HC	HC	1047.0	41260.0	26276.7448091
FH1113_FH1220	2.51714443069e-09	5.84603476182	336171.0	0.185328179248	0.0286765883101	0.140983329545	0.00230445773685	0.00503181802689	0.0562504027673	0.0317015185162	0.00226545428953	0.0455810995914	0.0346365604727	0	FH1113	FH1220	chronic_bronchitis/emphysema	diabetes	FH	FH	78578.0	79177.0	47394.5068765
FH1044_HC78	0.000680574563237	3.20276519312	326149.0	0.185021184105	0.0142327373066	0.0794532281773	0.0039872542207	0.00753892297139	0.110971016773	0.0577692003468	0.00215393011756	0.0804965737814	0.0667545698319	0	FH1044	HC78	prostate_cancer	arthritis_(nos)	FH	HC	34359.0	15332.0	25913.5909168
HC125_HC440	0.000206006052223	3.53226765765	323671.0	0.184469543586	0.0699058351997	0.00879820611593	0.0212145016705	0.0288628276356	0.119352697568	0.052224112515	0.00177212596072	0.0620168365884	0.0597532679355	0	HC125	HC440	anaemia	atrial_flutter	HC	HC	15944.0	12186.0	2847.72417175
HC64_INI30000	1.09442473569e-47	14.4593405256	318983.0	0.184426714829	0.0110413398299	0.0963260827089	0.00305267951597	0.00905371471925	0.0210232078016	0.0127548496768	0.00197304468229	0.0713233357318	0.0123456707911	0	HC64	INI30000	irritable_bowel_syndrome	white_blood_cell_(leukocyte)_count	HC	INI	11556.0	328029.0	30726.3828407
INI30030_INI30050	1.21075828e-63	16.8004617241	345803.0	0.184400362992	-0.0212087686673	0.0739441805288	0.00607685983957	0.0130375853956	0.016233077927	0.0109759104256	0.00173012333051	0.0114985612425	0.0103954822737	0	INI30030	INI30050	haematocrit_percentage	mean_corpuscular_haemoglobin	INI	INI	328032.0	328028.0	25570.1194594
HC22_HC328	0.000181236116336	3.56599937575	318166.0	0.184240568792	0.00836238524861	0.0100719693468	0.0177906500924	0.0430052158752	0.155738952196	0.0516659004612	0.00179980755766	0.0773086522694	0.0773364620302	0	HC22	HC328	osteoporosis	gout	HC	HC	9135.0	6278.0	3204.5581992
HC185_HC221	3.66197197035e-09	5.7833225507	318927.0	0.184125821367	0.0733060208163	0.0902360646632	0.00441268476251	0.0123536047278	0.0583329086174	0.0318373771742	0.00218102437742	0.0912314146628	0.033346673597	0	HC185	HC221	cellulitis	diabetes	HC	HC	6168.0	20440.0	28778.7173948
HC273_INI30290	2.70642303759e-53	15.3224612138	329262.0	0.184047375991	0.162434672937	0.131390072277	0.00675834736209	0.00686476280067	0.0197545325005	0.0120116065835	0.00202189391498	0.0163191814017	0.0121152538443	0	HC273	INI30290	essential_hypertension	high_light_scatter_reticulocyte_percentage	HC	INI	64234.0	322755.0	43261.7579781
HC371_HC382	1.7202428765e-13	7.27592740571	316873.0	0.184032441291	0.102914547276	0.0375029325052	0.00568893522634	0.0198464500088	0.0495290123097	0.0252933311493	0.00187272285755	0.112586345936	0.0277669648804	0	HC371	HC382	bronchitis	asthma	HC	HC	4987.0	43626.0	11883.6667317
INI30080_INI30210	1.87418976667e-57	15.9328560371	345653.0	0.183907236853	0.0239505388018	0.1214344095	0.00851161899876	0.00676437348971	0.0141956444101	0.0115426409694	0.00187903556111	0.00932704949409	0.00997026099552	0	INI30080	INI30210	platelet_count	eosinophill_percentage	INI	INI	328031.0	327482.0	41974.1679469
FH1286_HC132	6.89685723462e-05	3.81183822882	327672.0	0.183764350722	0.0400096206761	0.170304529777	0.00218891747503	0.00576423346256	0.084331167344	0.0482088534956	0.00248844890287	0.0650362843748	0.0540799521089	0	FH1286	HC132	severe_depression	angina	FH	HC	54576.0	18473.0	55804.0258811
HC164_INI30250	4.5375897927e-44	13.874238476	325362.0	0.183613473187	0.0594155220067	0.0960493169945	0.00395995589635	0.00817424024155	0.0225480118567	0.013234129823	0.00195850373311	0.0371514935362	0.0134877616482	0	HC164	INI30250	gastro-oesophageal_reflux_(gord)_/_gastric_reflux	reticulocyte_count	HC	INI	30231.0	322934.0	31250.797876
HC38_INI30140	1.82406221225e-19	8.94713969554	312034.0	0.183298465264	0.0249186775516	0.0186122925086	0.132397877523	0.0168614083221	0.0265310980259	0.0204868227725	0.00168313840334	0.0177177784862	0.0172989344107	0	HC38	INI30140	psoriasis	neutrophill_count	HC	INI	5074.0	327479.0	5807.66808064
HC326_INI30000	2.61374986266e-49	14.7141813722	319357.0	0.183244601804	0.072250808817	0.0976228835956	0.006535386159	0.00895697754177	0.0207039034157	0.0124536049386	0.00197788921267	0.0343309228863	0.0122107679923	0	HC326	INI30000	heart_attack/myocardial_infarction	white_blood_cell_(leukocyte)_count	HC	INI	12138.0	328029.0	31176.5512364
FH1002_HC401	5.18383057412e-05	3.88182233829	323238.0	0.183173311006	0.0205786500213	0.0937991714413	0.0025360453485	0.0107026892785	0.0808366994302	0.0471874534799	0.0022404677115	0.0685662454605	0.0490783954591	0	FH1002	HC401	breast_cancer	varicose_veins	FH	HC	62401.0	10153.0	30319.4565783
HC8_INI30520	0.000159767218283	3.59892571759	299974.0	0.182717069388	-0.0023815428408	0.154196304744	0.00133238533131	0.00158433083235	0.0826861350077	0.0507698918303	0.00272289160247	0.369448127501	0.0509976321602	0	HC8	INI30520	gall_bladder_disease	potassium_in_urine	HC	INI	1639.0	327299.0	46254.8823192
INI30160_INI30210	8.46397718864e-50	14.7902675625	345575.0	0.182591233309	0.0041402303296	0.122904232578	0.00291712182238	0.00687945221148	0.01957924821	0.0123453637696	0.00194181565728	0.0153694047802	0.0121268068718	0	INI30160	INI30210	basophill_count	eosinophill_percentage	INI	INI	327479.0	327482.0	42472.6301731
HC98_INI30520	0.000133757430315	3.64488166767	299523.0	0.182539657645	-0.00452265113993	0.154464532469	0.000834712111481	0.00158127943366	0.0827047391995	0.0500810929648	0.0026858643702	0.648067816228	0.0511960573031	0	HC98	INI30520	stomach_disorder	potassium_in_urine	HC	INI	1570.0	327299.0	46265.6801588
INI30020_INI30120	1.82878599026e-57	15.9343891857	345769.0	0.182089252403	0.0867456565672	0.0894045995619	0.00618359364876	0.00921579521052	0.0169171522792	0.0114274384968	0.00178132643583	0.0110840699063	0.0107282263393	0	INI30020	INI30120	haemoglobin_concentration	lymphocyte_count	INI	INI	328031.0	327479.0	30913.3389859
FH1065_INI30300	5.37143821687e-51	14.9747141307	333552.0	0.181614773785	0.11350214355	0.126529679497	0.00483603784766	0.00695503736488	0.0200644352295	0.012128096216	0.00201566391312	0.0175815486077	0.0122432703192	0	FH1065	INI30300	high_blood_pressure	high_light_scatter_reticulocyte_count	FH	INI	199068.0	322755.0	42204.2276556
FH1113_HC188	2.58909901846e-05	4.04743488555	326125.0	0.181545512189	0.0463053977137	0.0476754550024	0.00412374616365	0.0129838568045	0.116472425131	0.0448544614856	0.00196395517689	0.0600076682428	0.0662644806591	0	FH1113	HC188	chronic_bronchitis/emphysema	cholelithiasis/gall_stones	FH	HC	78578.0	14940.0	15548.1577627
HC64_INI30140	1.08106586287e-37	12.7784948833	318960.0	0.181096377146	0.00934476658604	0.0989435913667	0.00329466205607	0.00747671998249	0.0234904821676	0.0141719646014	0.00201862442508	0.0676717549987	0.0138644592083	0	HC64	INI30140	irritable_bowel_syndrome	neutrophill_count	HC	INI	11556.0	327479.0	31559.0479023
HC310_INI30250	1.94383353901e-43	13.7695238979	327227.0	0.180716017808	0.0414348756095	0.0942218226141	0.00442366434985	0.00825498487953	0.022430885638	0.0131243475917	0.0019572699676	0.0299586383429	0.0134203545092	0	HC310	INI30250	hiatus_hernia	reticulocyte_count	HC	INI	41260.0	322934.0	30831.9243485
HC362_HC382	8.00584993679e-13	7.06543207094	321442.0	0.179736362988	0.108617735934	0.0376014835029	0.00402101062135	0.0197728668774	0.0496515729347	0.02543883533	0.0018611980995	0.129729965251	0.0277512459247	0	HC362	HC382	respiratory_infection	asthma	HC	HC	8173.0	43626.0	12086.6960601
HC142_HC382	9.48500231253e-13	7.04185289788	315393.0	0.179648320269	0.0197811706445	0.0369489884592	0.00437051725066	0.0200102623243	0.0499825877616	0.0255115127899	0.00188298835473	0.154478187751	0.0278486087585	0	HC142	HC382	synovitis	asthma	HC	HC	4303.0	43626.0	11653.4523171
HC136_INI30260	2.29022391441e-37	12.7199685047	304723.0	0.17963462052	0.00979450705385	0.0640122101293	0.0147006950334	0.0105171674894	0.0232722061204	0.0141222535616	0.00195005829822	0.0390255961683	0.0139130054452	0	HC136	INI30260	connective_tissue_disorder	mean_reticulocyte_volume	HC	INI	2515.0	322934.0	19505.9927072
HC215_INI30000	1.87160344732e-59	16.2183155057	331912.0	0.179563600053	0.142934108575	0.135213239926	0.00764837159443	0.00737647102064	0.0175032495948	0.0110716553757	0.00200948994057	0.0131750042049	0.0106079555728	0	HC215	INI30000	hypertension	white_blood_cell_(leukocyte)_count	HC	INI	107407.0	328029.0	44878.8968903
INI30120_INI30300	4.54260807716e-53	15.2887683153	345557.0	0.179451497935	0.125668899714	0.0980323756096	0.00878266955278	0.00787685617732	0.0161930073971	0.0117374725181	0.00179386400248	0.0103583515469	0.0108165151668	0	INI30120	INI30300	lymphocyte_count	high_light_scatter_reticulocyte_count	INI	INI	327479.0	322755.0	33875.7736185
INI30140_INI30240	8.59390383698e-51	14.9434364755	345557.0	0.179067867101	0.148296244851	0.0940732022321	0.00743958974	0.00813031749439	0.0172147568956	0.0119830446895	0.00180949678238	0.0112907979802	0.0113001880035	0	INI30140	INI30240	neutrophill_count	reticulocyte_percentage	INI	INI	327479.0	322933.0	32507.6535437
INI30020_INI30140	1.47379858001e-47	14.4388403593	345769.0	0.178976967502	0.117717570533	0.0934606784395	0.00609617857891	0.00745891043202	0.0175452329279	0.012395522289	0.00181389791929	0.0112651570476	0.0114258838828	0	INI30020	INI30140	haemoglobin_concentration	neutrophill_count	INI	INI	328031.0	327479.0	32315.8053233
FH1065_HC281	9.28103857056e-05	3.73782269276	324941.0	0.178823361572	0.076179263441	0.175625525837	0.00433728290791	0.00539834110936	0.0483858019555	0.0478415848666	0.00235635667719	0.0287247761933	0.0419153357379	0	FH1065	HC281	high_blood_pressure	atrial_fibrillation	FH	HC	199068.0	12665.0	57067.9339909
HC357_INI30000	5.03559033277e-44	13.8667692636	308584.0	0.178585500112	0.0235818915797	0.0956497020603	0.00322235745087	0.00906642404844	0.0210749329295	0.0128786667404	0.00201171956627	0.117905124776	0.0123566659137	0	HC357	INI30000	duodenal_ulcer	white_blood_cell_(leukocyte)_count	HC	INI	3621.0	328029.0	29515.9676606
HC106_HC132	0.000389620900659	3.36006484598	317840.0	0.178421537153	0.0692371545236	0.154007328918	0.0031604097622	0.00621888795164	0.0950282290544	0.0531006231522	0.00258747348032	0.109606992483	0.059537098474	0	HC106	HC132	emphysema/chronic_bronchitis	angina	HC	HC	5601.0	18473.0	48949.6894234
HC310_HC38	5.86833950327e-07	4.86003198363	317023.0	0.178306511231	0.0192066223288	0.00381970066742	0.0167482290964	0.310086045083	0.0458263173096	0.036688341112	0.00171893673217	0.0486882334573	0.0300061849104	0	HC310	HC38	hiatus_hernia	psoriasis	HC	HC	41260.0	5074.0	1210.93296469
HC310_INI30210	4.29265458678e-42	13.544105705	327094.0	0.178197933365	-0.00383917713003	0.100741120726	0.00408486257179	0.00774808605191	0.0215301742558	0.0131568622725	0.00199144149418	0.0310875214271	0.0130764680306	0	HC310	INI30210	hiatus_hernia	eosinophill_percentage	HC	INI	41260.0	327482.0	32951.8161428
HC188_HC38	4.6288999847e-07	4.90679225581	316915.0	0.177900450722	0.0219487719634	0.00385516232292	0.0341564667534	0.306058176371	0.0454590357545	0.036255957344	0.00173650320952	0.0443128419876	0.0296238564797	0	HC188	HC38	cholelithiasis/gall_stones	psoriasis	HC	HC	14940.0	5074.0	1221.75876757
HC215_INI30140	2.4329479122e-48	14.5624814261	331839.0	0.177879781225	0.13559860414	0.147751884158	0.0074021807529	0.00584107449972	0.0189017129922	0.0122149361788	0.0020766714096	0.0134410467897	0.0116658013578	0	HC215	INI30140	hypertension	neutrophill_count	HC	INI	107407.0	327479.0	49029.837487
HC203_INI30520	1.19998064001e-05	4.22400743367	311875.0	0.177809108193	-0.00318327871306	0.111241526496	0.00609349904063	0.00193863644186	0.0828512652305	0.0420948852448	0.00235289199147	0.0821199610754	0.0478376885102	0	HC203	INI30520	pulmonary_embolism_+/-_dvt	potassium_in_urine	HC	INI	4968.0	327299.0	34693.4510758
HC164_INI30150	9.05433882341e-43	13.6579183	325244.0	0.177586511	0.0133147123253	0.0929632987137	0.00359736860351	0.00855388303454	0.0211435727116	0.0130024581419	0.00194718205759	0.0411216145738	0.012594891425	0	HC164	INI30150	gastro-oesophageal_reflux_(gord)_/_gastric_reflux	eosinophill_count	HC	INI	30231.0	327479.0	30235.7551268
INI30000_INI30290	4.63765494909e-53	15.2874195505	345569.0	0.177536789113	0.180062462923	0.100529382173	0.00863068184041	0.00785019588982	0.0159256892432	0.011613260729	0.00180173342379	0.010207615407	0.0106992752204	0	INI30000	INI30290	white_blood_cell_(leukocyte)_count	high_light_scatter_reticulocyte_percentage	INI	INI	328029.0	322755.0	34739.8380681
HC188_HC78	0.00077755276397	3.16419876231	324441.0	0.177521099991	0.0541230570348	0.0268151462956	0.017580751167	0.0121232361585	0.130923180689	0.0561030179601	0.00185723076468	0.0693242323235	0.0646735487273	0	HC188	HC78	cholelithiasis/gall_stones	arthritis_(nos)	HC	HC	14940.0	15332.0	8699.93287928
HC103_INI1498	1.21276917489e-05	4.22161900933	277209.0	0.177203985533	-0.00516771092118	0.1160076722	0.00529408338592	0.00205981462696	0.0719573411916	0.0419753618556	0.00261792550502	0.335210507118	0.0425116423973	0	HC103	INI1498	thyroid_goitre	coffee_intake	HC	INI	346.0	337201.0	32158.3708029
HC119_HC221	3.66422441826e-08	5.38292645051	311303.0	0.17696393661	0.0228538926682	0.0945761331094	0.00296962318543	0.0121030949653	0.0583972671734	0.032875042644	0.00222567409955	0.194124568858	0.03367087981	0	HC119	HC221	disc_degeneration	diabetes	HC	HC	2984.0	20440.0	29441.8339654
HC346_INI30520	0.000205314631277	3.53315653484	296306.0	0.176719211052	-0.0143640002707	0.157223369788	0.00294150792371	0.00156432920904	0.0822124134128	0.0500173737874	0.00274474446799	0.214958158951	0.0510023035138	0	HC346	INI30520	fibromyalgia	potassium_in_urine	HC	INI	1166.0	327299.0	46586.2278084
HC106_HC221	2.74936088194e-08	5.43438022485	317862.0	0.176637950041	0.0408879862369	0.097505217742	0.00359908012172	0.0118397076708	0.0576534266146	0.0325037893436	0.00221810937215	0.111471113917	0.033410772771	0	HC106	HC221	emphysema/chronic_bronchitis	diabetes	HC	HC	5601.0	20440.0	30993.2035219
HC125_INI30200	1.91419119857e-28	10.9998334737	321155.0	0.176505610604	0.0287453701284	0.119514963697	0.0044880598526	0.0052033907475	0.0277644869948	0.0160462075199	0.0021370106878	0.0395423316376	0.01638526767	0	HC125	INI30200	anaemia	neutrophill_percentage	HC	INI	15944.0	327482.0	38382.8281662
INI30120_INI30250	7.5963981875e-50	14.7975447117	345587.0	0.176297620461	0.109534281395	0.0922012238924	0.0090840627681	0.00810583039103	0.0164863098395	0.0119139778859	0.0017808450414	0.0105205493898	0.0109729193237	0	INI30120	INI30250	lymphocyte_count	reticulocyte_count	INI	INI	327479.0	322934.0	31863.5443613
HC179_HC328	0.000801170313961	3.15548034362	317684.0	0.17627410505	0.0191920174026	0.00614626005303	0.021353535255	0.0543029323035	0.136163064012	0.0558628436416	0.0017933054729	0.0814064381613	0.06884781454	0	HC179	HC328	iron_deficiency_anaemia	gout	HC	HC	7811.0	6278.0	1952.56847869
HC151_HC49	0.000239808459761	3.49188933242	302631.0	0.176098395606	-0.0022420316551	0.00618863530593	0.148229806588	0.0287799290541	0.0765621917363	0.0504306920528	0.00179147947704	0.0432716580024	0.0461130935785	0	HC151	HC49	multiple_sclerosis	hayfever/allergic_rhinitis	HC	HC	1467.0	20724.0	1872.87289127
INI30050_INI30280	6.27649573422e-35	12.27360949	345627.0	0.175856906027	0.0694685794718	0.0695942563916	0.0134986631576	0.00721966942671	0.0166554235856	0.0143280512689	0.00171478871289	0.0106302085496	0.0122908824746	0	INI30050	INI30280	mean_corpuscular_haemoglobin	immature_reticulocyte_fraction	INI	INI	328028.0	322755.0	24053.6540539
HC295_HC382	1.18455667289e-13	7.32612019174	321604.0	0.175577421219	0.0318762190945	0.0393988819687	0.0115154302383	0.0192071991439	0.0486684357008	0.0239659487728	0.00187115894569	0.0449573950918	0.0272285657437	0	HC295	HC382	carpal_tunnel_syndrome	asthma	HC	HC	8152.0	43626.0	12670.8380367
HC269_INI30140	2.66505783466e-40	13.2374891127	327068.0	0.175352854298	0.0750421882003	0.0917809086446	0.0094723382225	0.00769760300707	0.0225178186978	0.0132466854405	0.00193617191478	0.0182731003608	0.0134419994925	0	HC269	INI30140	high_cholesterol	neutrophill_count	HC	INI	43054.0	327479.0	30018.5982286
HC283_HC49	0.000288397612766	3.44229764258	310214.0	0.175350441269	-0.00312285745756	0.07330217499	0.000681684679168	0.00960166543821	0.0981706052307	0.0509399417123	0.00221658761392	1.17930798858	0.057907626314	0	HC283	HC49	cystitis	hayfever/allergic_rhinitis	HC	HC	2713.0	20724.0	22739.3609123
HC414_INI30520	0.000261458764291	3.46873368662	297526.0	0.1751195786	-0.00851219125363	0.156844663899	0.000862192301581	0.00156694928852	0.082932543146	0.0504851609898	0.00272788021085	0.724761138423	0.0511019138765	0	HC414	INI30520	cardiomyopathy	potassium_in_urine	HC	INI	1309.0	327299.0	46665.3654713
INI30010_INI30160	1.0245620674e-21	9.5024991324	345802.0	0.174773880766	0.0579360357273	0.182458855446	0.00487705961924	0.00232243999173	0.018423781729	0.0183924121782	0.00203873543338	0.011085804819	0.0148145363266	0	INI30010	INI30160	red_blood_cell_(erythrocyte)_count	basophill_count	INI	INI	328032.0	327479.0	63094.6371309
INI30030_INI30510	1.00859813371e-11	6.70477305158	345715.0	0.17461008755	0.0412003911769	0.139117883392	0.00446398851378	0.00176036574173	0.0228080277364	0.0260426544205	0.00198128046062	0.0135635244265	0.0205857617035	0	INI30030	INI30510	haematocrit_percentage	creatinine_(enzymatic)_in_urine	INI	INI	328032.0	327981.0	48095.139057
HC110_HC269	1.7796837306e-09	5.90346890097	318284.0	0.174295942559	0.076030208507	0.0287614482764	0.00431263817349	0.0206607019156	0.068411461302	0.029524326372	0.00184207472271	0.165809347041	0.0364861630098	0	HC110	HC269	stroke	high_cholesterol	HC	HC	5783.0	43054.0	9154.3088032
HC55_INI30270	1.32545208611e-35	12.3988531594	308682.0	0.174094066117	-0.000530031438264	0.0511929821323	0.0443551180095	0.011772511405	0.0233775825815	0.014041142667	0.0018583585218	0.0173142722139	0.0140703476772	0	HC55	INI30270	hyperthyroidism/thyrotoxicosis	mean_sphered_cell_volume	HC	INI	3647.0	322755.0	15802.3521106
HC334_INI30520	0.000255170825654	3.47526882313	299664.0	0.17394519546	-0.00777297043364	0.157082507686	0.00258130177608	0.00156631109893	0.0818091889207	0.0500522993509	0.00273785541101	0.224450774968	0.0503579371116	0	HC334	INI30520	fracture_sternum	potassium_in_urine	HC	INI	1587.0	327299.0	47071.9725831
HC184_HC401	0.000853373084539	3.13701977223	299553.0	0.173914021659	0.00226146661039	0.101857408252	0.00551403812258	0.0101800262256	0.0904513421594	0.0554392494425	0.00248929949141	0.179723864554	0.0549008446335	0	HC184	HC401	aortic_aneurysm_rupture	varicose_veins	HC	HC	1085.0	10153.0	30511.6922142
